OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,ENERGYSTARScore_is_missing,flag_anomalie,type_anomalie,critere_detection,action,justification,IsZeroFloorReported,IsAggregatedCampus,_ratio_usage,_energy_gap_pct
21601,2016,SPS-District K-12,K-12 School,Dunlap Elementary,4525 S. Cloverdale St.,Seattle,WA,98118.0,2123700235,2,SOUTHEAST,47.52499,-122.27466,2000,1.0,2.0,75605,0,75605,K-12 School,K-12 School,75605.0,,,,,,83.0,30.10000038,32.5,73.59999847,76.19999695,2274873.5,2457541.75,0.0,445602.5,1520396.0,7544.773926,754477.0,True,,Error - Correct Default Data,,50.67,0.67,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
21604,2016,SPS-District K-12,K-12 School,South Lake High,8601 Rainier Ave S,Seattle,WA,98118.0,2123700250,2,SOUTHEAST,47.52526,-122.27092,2008,1.0,2.0,29525,0,29525,K-12 School,K-12 School,29525.0,,,,,,77.0,44.0,46.40000153,114.4000015,117.0,1297812.75,1369340.75,0.0,282748.9063,964739.0,3330.735596,333074.0,True,,Error - Correct Default Data,,24.42,0.83,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
21616,2016,SPS-District K-12,K-12 School,Olympic Hills Elementary,13018 20th Ave. N.E.,Seattle,WA,98125.0,2126049041,5,NORTH,47.72369,-122.30676,1954,1.0,1.0,42292,0,42292,K-12 School,K-12 School,43188.0,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,Error - Correct Default Data,,0.0,0.0,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.021186039912986,
21741,2016,NonResidential,Senior Care Community,Mirabella Seattle,116 Fairview Ave. N.,Seattle,WA,98109.0,2468400005,7,LAKE UNION,47.61935,-122.33389,2006,1.0,14.0,724148,0,724148,Senior Care Community,Senior Care Community,726000.0,,,,,,8.0,52.09999847,53.90000153,122.9000015,124.9000015,37797084.0,39120828.0,0.0,6951462.0,23718388.0,140786.9375,14078694.0,False,,Compliant,,913.07,1.26,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0025574882482586,0.0
21774,2016,SPS-District K-12,K-12 School,West Seattle Elementary,6760 34th Ave. S.W.,Seattle,WA,98126.0,2524039050,1,DELRIDGE,47.54176,-122.37349,1988,1.0,2.0,54528,0,54528,K-12 School,K-12 School,54285.0,,,,,,75.0,36.29999924,37.29999924,114.0999985,117.0999985,1972078.625,2024296.625,0.0,577983.125,1972078.0,0.0,0.0,True,,Error - Correct Default Data,,13.75,0.25,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,0.995543573943662,0.0
21883,2016,NonResidential,Worship Facility,Shoreline,102 N 132nd St,Seattle,WA,98133.0,2426039065,5,NORTHWEST,47.72558,-122.3578,1962,1.0,1.0,22047,0,22047,"Parking, Worship Facility",Worship Facility,22898.0,Parking,0.0,,,,100.0,11.60000038,11.89999962,36.40000153,37.40000153,265774.9063,272664.4063,0.0,77894.20313,265775.0,0.0,0.0,False,,Compliant,,1.85,0.08,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0385993559214406,0.0
21896,2016,NonResidential,Warehouse,PNP Properties Building,860 South Cambridge Street,Seattle,WA,98108.0,2433700074,1,GREATER DUWAMISH,47.51899,-122.321,1981,1.0,1.0,28920,0,28920,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,,,,,,50.0,58.29999924,68.5,80.69999695,91.30000305,1750419.0,2053772.75,0.0,81783.10156,279044.0,14713.75098,1471375.0,False,,Compliant,,80.09,2.77,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.037344398340249,0.0
21898,2016,NonResidential,Warehouse,Halfon Candy Company,9229 10th Avenue South,Seattle,WA,98108.0,2433700076,1,GREATER DUWAMISH,47.51968,-122.3212,1978,1.0,1.0,31300,0,31300,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31300.0,,,,,,89.0,11.60000038,12.69999981,26.89999962,28.10000038,362874.0,398438.5938,0.0,64745.89844,220913.0,1419.610107,141961.0,True,,Error - Correct Default Data,,9.08,0.29,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
21902,2016,NonResidential,Warehouse,Samson,9928 10th Ave South,Seattle,WA,98108.0,2433700165,1,GREATER DUWAMISH,47.51918,-122.31957,1979,1.0,1.0,22000,0,22000,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,22000.0,Parking,0.0,,,,14.0,31.79999924,31.79999924,100.0,100.0,700627.625,700627.625,0.0,205342.2031,700628.0,0.0,0.0,True,,Error - Correct Default Data,,4.88,0.22,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
21909,2016,NonResidential,Medical Office,311 NGT Northgate Med,9800 4th Ave NE,Seattle,WA,98115.0,2434900130,5,NORTH,47.70087,-122.32379,1968,1.0,2.0,38745,0,38745,"Medical Office, Parking",Medical Office,65069.0,Parking,0.0,,,,76.0,44.40000153,47.20000076,119.0,122.9000015,2890379.0,3073612.0,0.0,659899.875,2251578.0,6388.0,638800.0,False,,Compliant,,49.62,1.28,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.6794166989288941,0.0
21921,2016,NonResidential,Supermarket / Grocery Store,Safeway 0488 - 45th St,3020 NE 45th St,Seattle,WA,98105.0,2437200030,4,NORTHEAST,47.66205,-122.29545,1975,1.0,1.0,33005,0,33005,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,34982.0,Parking,0.0,,,,21.0,304.2000122,309.3999939,759.2000122,760.2999878,10642754.0,10821972.0,0.0,2156999.75,7359683.0,32830.69922,3283070.0,False,,Compliant,,225.67,6.84,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0599000151492197,0.0
21945,2016,NonResidential,Other,First Hill Plaza Retail Building,1300 Madison St,Seattle,WA,98104.0,2560350000,3,EAST,47.61074,-122.32259,1981,1.0,1.0,20971,0,20971,"Bank Branch, Medical Office, Parking, Retail Store",Parking,23483.0,Retail Store,10360.0,Medical Office,8509.0,,,33.29999924,33.29999924,104.5,104.5,729397.1875,729397.1875,0.0,213774.0938,729397.0,0.0,0.0,False,,Compliant,,5.08,0.24,True,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.1197844642601689,0.0
22149,2016,SPS-District K-12,K-12 School,John Rogers Elementary,4030 N.E. 109th St.,Seattle,WA,98125.0,2726049114,5,NORTH,47.70743,-122.28463,1955,1.0,1.0,38582,0,38582,K-12 School,K-12 School,40374.0,,,,,,85.0,45.79999924,50.90000153,85.80000305,93.09999847,1848878.5,2054157.0,0.0,213797.4063,729477.0,11194.0166,1119402.0,True,,Error - Correct Default Data,,64.54,1.67,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.046446529469701,0.0
22420,2016,NonResidential,Other,SUNSET,1138 NW 63RD ST,Seattle,WA,98107.0,2767704040,6,BALLARD,47.67482,-122.37316,1942,1.0,2.0,30087,0,30087,Other,Other,30554.0,,,,,,,172.6000061,170.3999939,542.0999756,535.0,5274642.0,5205994.5,0.0,1545908.875,5274641.0,0.0,0.0,False,,Compliant,,36.77,1.22,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0155216538704424,0.0
22454,2016,NonResidential,Retail Store,Ballard Goodwill,6400 8th Avenue NW,Seattle,WA,98134.0,2769601465,6,Ballard,47.67518,-122.36549,1967,1.0,1.0,22420,0,22420,Retail Store,Retail Store,23067.0,,,,,,82.0,60.90000153,66.09999847,148.0,152.6999969,1404253.75,1524765.875,0.0,271811.8125,927422.0,4768.319824,476832.0,False,,Compliant,,31.79,1.42,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0288581623550401,0.0
22479,2016,NonResidential,Supermarket / Grocery Store,70500811 -- Interbay,1600 West Dravus,Seattle,WA,98119.0,2770602660,7,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,1961,1.0,1.0,25842,0,25842,Supermarket/Grocery Store,Supermarket/Grocery Store,25987.0,,,,,,35.0,327.7999878,336.6000061,718.7000122,727.9000244,8518313.0,8746499.0,0.0,1364887.75,4656997.0,38613.15625,3861316.0,False,,Compliant,,237.54,9.19,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.005611020818822,0.0
22574,2016,NonResidential,Small- and Mid-Sized Office,Nickerson Business Center,3837 13th Avenue West,Seattle,WA,98119.0,2770604870,7,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,1961,1.0,2.0,20022,0,20022,Office,Office,20784.0,,,,,,80.0,31.60000038,33.09999847,99.30000305,104.0999985,657385.8125,688824.0,0.0,192668.7031,657386.0,0.0,0.0,False,,Compliant,,4.58,0.23,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0380581360503447,0.0
22801,2016,Nonresidential COS,Other,Meadowbrook Community Center/Pool,10700 30th Ave NE,Seattle,WA,98125.0,2826049024,5,NORTH,47.70544,-122.2918,1996,0.0,2.0,29258,0,29258,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,31991.0,Fitness Center/Health Club/Gym,2648.0,Swimming Pool,0.0,,,233.5,247.3999939,402.5,417.2000122,8086943.5,8571176.0,0.0,764531.6875,2608582.0,54783.60547,5478361.0,False,,Compliant,,309.14,10.57,True,False,Ratio Usage/Total intermédiaire (multi-usages),1.05 < Ratio ≤ 1.30 + NumberofBuildings > 1,✅ Conservation sélective,Dépassement structurel accepté pour bâtiments complexes,False,False,1.0934103493061726,0.0
22830,2016,NonResidential,Worship Facility,Freedom Church,9601 35th Ave,Seattle,WA,98126.0,2858600090,1,SOUTHWEST,47.51709,-122.37797,1971,1.0,1.0,23772,0,23772,Worship Facility,Worship Facility,23772.0,,,,,,100.0,4.199999809,4.199999809,13.30000019,13.30000019,100841.7031,100841.7031,0.0,29555.0,100842.0,0.0,0.0,False,,Non-Compliant,Low outlier,0.7,0.03,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
22834,2016,NonResidential,K-12 School,University Child Development School,5040 9th Ave NE,Seattle,WA,98105.0,2862100610,4,NORTHEAST,47.66665,-122.31818,2004,3.0,2.0,31343,0,31343,K-12 School,K-12 School,51515.0,,,,,,5.0,74.69999695,83.0,144.8999939,153.6999969,3846501.25,4277566.0,0.0,480403.0,1639135.0,22073.66016,2207366.0,False,,Compliant,,128.66,4.1,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.643588680088058,0.0
22936,2016,Nonresidential COS,Other,Seattle Asian Art Museum,1400 E Prospect,Seattle,WA,98112.0,2925049087,3,EAST,47.6303,-122.3142,1932,1.0,1.0,33087,0,33087,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,53776.0,,,,,,,66.0,73.40000153,125.4000015,133.1000061,3548858.25,3944599.75,0.0,422960.3125,1443141.0,21057.17383,2105717.0,False,,Compliant,,121.9,3.68,True,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.6252908997491462,0.0
22953,2016,NonResidential,Retail Store,Tux Shop,10716 5th Ave NE,Seattle,WA,98125.0,2926049039,5,NORTH,47.70747,-122.32249,1965,1.0,1.0,24982,0,24982,Retail Store,Retail Store,24982.0,,,,,,99.0,13.39999962,13.39999962,42.09999847,42.09999847,335245.0,335245.0,0.0,98254.70313,335245.0,0.0,0.0,True,,Error - Correct Default Data,,2.34,0.09,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
23011,2016,NonResidential,Retail Store,Bevmo,10700 5th Ave NE,Seattle,WA,98125.0,2926049223,5,NORTH,47.70708,-122.32251,1966,1.0,1.0,41615,0,41615,Retail Store,Retail Store,41615.0,,,,,,69.0,45.70000076,48.09999847,143.3999939,151.0,1900006.25,2001296.75,0.0,556859.875,1900006.0,0.0,0.0,True,,Error - Correct Default Data,,13.25,0.32,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
23065,2016,NonResidential,Medical Office,Meridian Center for Health,10521 Meridian ave N,Seattle,WA,98133.0,3026049025,5,NORTHWEST,47.70558,-122.33486,1979,1.0,2.0,34759,0,34759,"Medical Office, Parking",Medical Office,44667.0,Parking,0.0,,,,81.0,36.59999847,36.59999847,114.8000031,114.8000031,1633105.375,1633105.375,0.0,478635.6875,1633105.0,0.0,0.0,False,,Compliant,,11.39,0.33,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.2850484766535286,0.0
23071,2016,NonResidential,Hospital,Main Hospital - All Wings,Facilities Management MS: B-120,Seattle,WA,98133.0,3026049130,5,NORTHWEST,47.71425,-122.33689,1966,8.0,1.0,415632,0,415632,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),483520.0,Parking,266833.0,,,,85.0,204.6999969,207.5,400.2000122,402.1000061,98960776.0,100328264.0,0.0,12562766.0,42864158.0,560966.125,56096612.0,False,,Compliant,,3278.11,7.89,False,False,Ratio Usage/Total intermédiaire (multi-usages),1.05 < Ratio ≤ 1.30 + NumberofBuildings > 1,✅ Conservation sélective,Dépassement structurel accepté pour bâtiments complexes,False,False,1.1633367979366362,0.0
23076,2016,NonResidential,Worship Facility,North Seattle Alliance Church,2150 N. 122nd Street,Seattle,WA,98133.0,3034200285,5,NORTHWEST,47.71745,-122.33221,1965,1.0,2.0,44719,0,44719,"Medical Office, Office, Worship Facility",Worship Facility,45909.0,Medical Office,1025.0,Office,972.0,,,33.70000076,37.20000076,66.09999847,71.0,1614026.25,1781436.375,0.0,206530.2031,704681.0,9093.450195,909345.0,False,,Compliant,,53.21,1.19,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.026610612938572,0.0
23115,2016,NonResidential,Distribution Center,Intermountain Supply,7901 1st Ave South,Seattle,WA,98108.0,3124049001,1,DELRIDGE,47.53158,-122.33568,1979,1.0,1.0,42900,0,42900,Distribution Center,Distribution Center,43050.0,,,,,,53.0,10.10000038,10.69999981,31.79999924,33.59999847,436252.5,461205.5938,0.0,127858.2969,436253.0,0.0,0.0,False,,Compliant,,3.04,0.07,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0034965034965035,0.0
23204,2016,SPS-District K-12,K-12 School,Maple Elementary,4925 Corson Ave. S.,Seattle,WA,98108.0,3869400560,2,GREATER DUWAMISH,47.55813,-122.3189,1971,1.0,1.0,50546,0,50546,K-12 School,K-12 School,53234.0,,,,,,94.0,21.70000076,22.89999962,64.59999847,67.5,1155080.5,1220512.25,0.0,312518.1875,1066312.0,887.6842041,88768.0,True,,Error - Correct Default Data,,12.15,0.24,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0531792822379615,0.0
23265,2016,Campus,Other,T102 1011 B/C,1011 Klickitat Way SW,Seattle,WA,98134.0,7666701220,1,GREATER DUWAMISH,47.57049,-122.34857,1989,5.0,2.0,138907,0,138907,Other,Other,139557.0,,,,,,,56.20000076,61.29999924,135.8000031,142.6999969,7837692.5,8551562.0,0.0,1503605.875,5130303.0,27073.88867,2707389.0,False,,Compliant,,179.55,1.29,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,True,1.004679389807569,0.0
23297,2016,NonResidential,Residence Hall,St. James Cathedral & Rectory,804 9th Ave.,Seattle,WA,98104.0,8590900085,3,EAST,47.6073,-122.32585,1904,1.0,1.0,44086,0,44086,Residence Hall/Dormitory,Residence Hall/Dormitory,44091.0,,,,,,29.0,82.80000305,92.0,151.3999939,163.1999969,3652708.75,4056815.5,1920474.25,357251.9063,1218944.0,5132.909668,513291.0,False,,Compliant,,184.0,4.17,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0001134146894706,0.0
23311,2016,NonResidential,Medical Office,HART First Hill LLC,1124 Columbia Street,Seattle,WA,98104.0,8590900646,3,EAST,47.60862,-122.32372,1945,1.0,,274568,0,274568,"Medical Office, Parking",Medical Office,228133.0,Parking,135954.0,,,,52.0,111.0,111.1999969,235.5,233.1000061,25311526.0,25358122.0,13296249.0,3521475.75,12015275.0,0.0,0.0,False,,Compliant,,1110.07,4.04,False,False,Nombre d'étages incohérent,NumberofFloors=0 & BuildingType!=Campus,⚠️ Feature Engineering : NaN + Flag,"Structure massive nécessitant plusieurs niveaux (ex: Grand Hyatt, Pacific Place)",True,False,0.8308797820576324,0.0
23722,2016,SPS-District K-12,K-12 School,North Beach Elementary,9018 24th Ave N.W.,Seattle,WA,98117.0,3526039024,6,BALLARD,47.69497,-122.38704,1958,1.0,1.0,39971,0,39971,K-12 School,K-12 School,40867.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9455.367188,945537.0,False,,Missing Data,,50.22,1.26,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0224162517825424,inf
23861,2016,NonResidential,Small- and Mid-Sized Office,Commuter Center LLC,815 Western,Seattle,WA,98105.0,7666202545,7,DOWNTOWN,47.6032,-122.33663,1906,1.0,3.0,32160,0,32160,"Office, Retail Store",Office,35693.0,Retail Store,14219.0,,,,,56.20000076,56.20000076,176.5,176.5,2805826.0,2805826.0,0.0,822340.5,2805826.0,0.0,0.0,False,,Compliant,,19.56,0.61,True,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.1098569651741295,0.0
23877,2016,SPS-District K-12,K-12 School,Dearborn Park Int'l Elementary,2820 S. Orcas St.,Seattle,WA,98108.0,7857000410,2,GREATER DUWAMISH,47.55226,-122.29629,1971,1.0,2.0,52609,0,52609,K-12 School,K-12 School,52609.0,,,,,,67.0,34.29999924,38.0,78.30000305,83.40000153,1801941.75,2001525.875,0.0,312475.0938,1066165.0,7357.766113,735777.0,True,,Error - Correct Default Data,,46.51,0.88,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
23912,2016,NonResidential,Small- and Mid-Sized Office,1416 S Jackson,1416 South Jackson Street,Seattle,WA,98133.0,3320000165,3,CENTRAL,47.59973,-122.31331,1947,1.0,1.0,45068,0,45068,Office,Office,45068.0,,,,,,100.0,6.300000191,6.900000095,13.19999981,13.80000019,284857.3125,309214.0,0.0,41554.60156,141784.0,1430.729858,143073.0,False,,Non-Compliant,Low outlier,8.59,0.19,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
24012,2016,SPS-District K-12,K-12 School,Concord International Elementary,723 S. Concord St.,Seattle,WA,98108.0,7885100255,1,GREATER DUWAMISH,47.52361,-122.32469,2000,1.0,2.0,64493,0,64493,K-12 School,K-12 School,64493.0,,,,,,85.0,30.89999962,31.60000038,86.59999847,87.30000305,1989763.875,2037940.0,0.0,489828.3125,1671294.0,3184.696045,318470.0,True,,Error - Correct Default Data,,28.57,0.44,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
24026,2016,NonResidential,Self-Storage Facility,U-Haul Moving & Storage of SE Seattle,6401 Mlk Jr Wy S,Seattle,WA,98118.0,3333001690,2,GREATER DUWAMISH,47.54514,-122.28596,1955,1.0,1.0,23100,0,23100,Self-Storage Facility,Self-Storage Facility,23250.0,,,,,,,37.09999847,38.40000153,101.4000015,105.4000015,863703.0,893514.5,0.0,203280.0938,693592.0,1701.110474,170111.0,False,,Compliant,,13.87,0.6,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0064935064935066,0.0
24030,2016,NonResidential,Retail Store,King Plaza 6951,6951 Martin Luther King Jr Way S,Seattle,WA,98118.0,3333002890,2,GREATER DUWAMISH,47.53922,-122.28295,2002,1.0,2.0,54211,17471,36740,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,30000.0,Supermarket/Grocery Store,5000.0,Parking,4000.0,,100.0,36.20000076,36.20000076,113.6999969,113.6999969,1267463.125,1267463.125,0.0,371472.0938,1267463.0,0.0,0.0,True,,Error - Correct Default Data,,8.84,0.16,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,0.553393222777665,0.0
24035,2016,SPS-District K-12,K-12 School,Rainier View Elementary,11650 Beacon Ave S,Seattle,WA,98178.0,3352401300,2,SOUTHEAST,47.49917,-122.26306,1961,1.0,1.0,41428,0,41428,K-12 School,K-12 School,41428.0,,,,,,90.0,33.90000153,37.59999847,68.80000305,73.69999695,1404702.25,1556431.5,0.0,192707.2969,657517.0,7471.848633,747185.0,True,,Error - Correct Default Data,,44.27,1.07,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
24086,2016,Campus,Other,(ID#24086)Campus1:KC Metro Transit Atlantic Central Bases,1333 AIRPORT WAY S,Seattle,WA,98134.0,7666203387,2,GREATER DUWAMISH,47.59042,-122.32498,1991,10.0,0.0,230971,0,230971,"Other, Parking",Other,230970.0,Parking,0.0,,,,,91.0,96.19999695,235.1000061,242.1999969,21022288.0,22230844.0,0.0,4519276.0,15419770.0,56025.15234,5602515.0,False,,Compliant,,405.05,1.75,True,False,Structure Campus agrégée,,✅ Conservation (Flag Campus),Zéro accepté pour les entités multi-bâtiments,True,True,0.9999956704521347,0.0
24091,2016,NonResidential,Warehouse,"Total Reclaim, Inc",2200 6th Ave SE,Seattle,WA,98134.0,7666203485,2,GREATER DUWAMISH,47.58336,-122.32525,1960,1.0,1.0,45842,0,45842,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,49802.0,Office,22198.0,,,,99.0,11.39999962,11.80000019,31.39999962,31.39999962,819354.625,847703.375,0.0,196713.7969,671187.0,1481.669922,148167.0,False,,Compliant,,12.55,0.27,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0863836656341346,0.0
24105,2016,NonResidential,Warehouse,625 Building,625 South Lander,Seattle,WA,98134.0,7666203710,2,GREATER DUWAMISH,47.57934,-122.32501,1953,1.0,1.0,24990,0,24990,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25649.0,Office,6728.0,,,,80.0,16.20000076,17.0,43.70000076,44.59999847,523614.0938,550746.6875,0.0,121398.7969,414213.0,1094.011719,109401.0,False,,Compliant,,8.7,0.35,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0263705482192877,0.0
24164,2016,SPS-District K-12,K-12 School,Sanislo Elementary,1812 S.W. Myrtle,Seattle,WA,98106.0,3438502560,1,DELRIDGE,47.53961,-122.35866,1970,1.0,1.0,41526,0,41526,K-12 School,K-12 School,41526.0,,,,,,79.0,43.70000076,49.0,89.90000153,97.30000305,1814947.0,2033428.125,0.0,256331.9063,874604.0,9403.424805,940342.0,True,,Error - Correct Default Data,,56.04,1.35,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
24216,2016,NonResidential,Small- and Mid-Sized Office,Lamar Advertising Company,3601 Sixth Ave S.,Seattle,WA,98134.0,7666204110,2,GREATER DUWAMISH,47.57075,-122.32724,1962,1.0,1.0,28800,0,28800,"Non-Refrigerated Warehouse, Office",Office,28800.0,Non-Refrigerated Warehouse,7350.0,,,,73.0,58.29999924,67.5,98.19999695,107.5,2107743.75,2438706.5,0.0,230523.5938,786547.0,10288.21973,1028822.0,False,,Compliant,,60.12,2.09,False,True,Incohérence énergétique,Écart sources/total > 10%,❌ Suppression,CO₂ mathématiquement corrompu (déconnexion sources/total),False,False,1.0,13.87
24225,2016,NonResidential,Distribution Center,2900,2900 4th ave. so.,Seattle,WA,98134.0,7666204180,2,GREATER DUWAMISH,47.57747,-122.32844,1937,1.0,1.0,41248,0,41248,Distribution Center,Distribution Center,41430.0,,,,,,37.0,26.79999924,28.5,74.40000153,77.69999695,1108310.875,1180859.625,0.0,269114.5,918219.0,1900.920166,190092.0,False,,Compliant,,16.5,0.4,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0044123351435221,0.0
